State,Measure Name,Measure ID,Number of Hospitals Worse,Number of Hospitals Same,Number of Hospitals Better,Number of Hospitals Too Few,Footnote,Measure Start Date,Measure End Date
"NY","Death rate for pneumonia patients","MORT_30_PN","10","146","16","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NY","Death rate for COPD patients","MORT_30_COPD","3","150","4","9","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NY","Death rate for stroke patients","MORT_30_STK","3","110","9","39","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NY","Death rate for CABG surgery patients","MORT_30_CABG","0","31","2","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NY","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","2","100","2","38","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"NY","Serious complications","PSI_90_SAFETY","24","129","0","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NY","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","150","0","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NY","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","12","130","0","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NY","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","2","136","0","6","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NY","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","1","143","0","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NY","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","2","67","3","66","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NY","Pressure sores","PSI_3_ULCER","34","114","1","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NY","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","150","0","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NY","Blood stream infection after surgery","PSI_13_POST_SEPSIS","5","120","0","16","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NY","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","5","136","1","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","125","0","17","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NY","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","5","113","4","20","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OH","Death rate for heart attack patients","MORT_30_AMI","0","93","3","57","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OH","Death rate for heart failure patients","MORT_30_HF","4","127","15","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OH","Death rate for pneumonia patients","MORT_30_PN","2","137","12","10","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OH","Death rate for COPD patients","MORT_30_COPD","2","141","3","10","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OH","Death rate for stroke patients","MORT_30_STK","0","99","2","49","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OH","Death rate for CABG surgery patients","MORT_30_CABG","0","47","1","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OH","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","131","3","16","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"OH","Serious complications","PSI_90_SAFETY","3","125","2","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OH","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","128","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OH","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","1","123","1","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OH","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","116","0","7","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OH","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","1","119","0","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OH","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","66","3","44","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OH","Pressure sores","PSI_3_ULCER","6","122","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OH","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","129","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OH","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","118","2","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OH","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","123","2","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OH","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","2","120","0","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OH","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","5","112","5","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OK","Death rate for heart attack patients","MORT_30_AMI","0","35","0","63","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OK","Death rate for heart failure patients","MORT_30_HF","3","77","1","37","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OK","Death rate for pneumonia patients","MORT_30_PN","6","97","2","16","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OK","Death rate for COPD patients","MORT_30_COPD","2","82","0","33","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OK","Death rate for stroke patients","MORT_30_STK","1","37","1","68","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OK","Death rate for CABG surgery patients","MORT_30_CABG","1","15","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OK","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","1","48","0","12","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"OK","Serious complications","PSI_90_SAFETY","6","82","2","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OK","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","89","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OK","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","1","59","2","13","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OK","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","50","0","20","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OK","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","57","0","25","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OK","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","28","0","18","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OK","Pressure sores","PSI_3_ULCER","4","82","1","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OK","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","89","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OK","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","54","1","9","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OK","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","62","0","13","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OK","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","57","0","10","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OK","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","3","52","1","11","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OR","Death rate for heart attack patients","MORT_30_AMI","0","27","0","33","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OR","Death rate for heart failure patients","MORT_30_HF","3","46","1","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OR","Death rate for pneumonia patients","MORT_30_PN","3","53","1","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OR","Death rate for COPD patients","MORT_30_COPD","1","48","0","10","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OR","Death rate for stroke patients","MORT_30_STK","1","41","0","15","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OR","Death rate for CABG surgery patients","MORT_30_CABG","0","12","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"OR","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","42","0","4","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"OR","Serious complications","PSI_90_SAFETY","0","31","3","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OR","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","33","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OR","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","33","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OR","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","33","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OR","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","1","32","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"OR","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","17","0","15","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
