State,HCAHPS Measure ID,HCAHPS Question,HCAHPS Answer Description,HCAHPS Answer Percent,Measure Start Date,Measure End Date
"NV","H_COMP_5_U_P","Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained","19","01/01/2017","12/31/2017"
"NV","H_COMP_6_N_P","Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information","15","01/01/2017","12/31/2017"
"NV","H_COMP_6_Y_P","Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information","85","01/01/2017","12/31/2017"
"NV","H_COMP_7_A","Patients who ""Agree"" they understood their care when they left the hospital","Patients who ""Agree"" they understood their care when they left the hospital","42","01/01/2017","12/31/2017"
"NV","H_COMP_7_D_SD","Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital","Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital","8","01/01/2017","12/31/2017"
"NV","H_COMP_7_SA","Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital","50","01/01/2017","12/31/2017"
"NV","H_HSP_RATING_0_6","Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of ""6"" or lower (low)","11","01/01/2017","12/31/2017"
"NV","H_HSP_RATING_7_8","Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of ""7"" or ""8"" (medium)","21","01/01/2017","12/31/2017"
"NV","H_HSP_RATING_9_10","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of ""9"" or ""10"" (high)","68","01/01/2017","12/31/2017"
"NV","H_QUIET_HSP_A_P","Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night","56","01/01/2017","12/31/2017"
"NV","H_QUIET_HSP_SN_P","Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night","13","01/01/2017","12/31/2017"
"NV","H_QUIET_HSP_U_P","Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night","31","01/01/2017","12/31/2017"
"NV","H_RECMND_DN","Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)","8","01/01/2017","12/31/2017"
"NV","H_RECMND_DY","Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital","68","01/01/2017","12/31/2017"
"NV","H_RECMND_PY","Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital","24","01/01/2017","12/31/2017"
"NY","H_CLEAN_HSP_A_P","Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean","71","01/01/2017","12/31/2017"
"NY","H_CLEAN_HSP_SN_P","Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean","9","01/01/2017","12/31/2017"
"NY","H_CLEAN_HSP_U_P","Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean","20","01/01/2017","12/31/2017"
"NY","H_COMP_1_A_P","Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well","78","01/01/2017","12/31/2017"
"NY","H_COMP_1_SN_P","Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well","5","01/01/2017","12/31/2017"
"NY","H_COMP_1_U_P","Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well","17","01/01/2017","12/31/2017"
"NY","H_COMP_2_A_P","Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well","78","01/01/2017","12/31/2017"
"NY","H_COMP_2_SN_P","Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well","6","01/01/2017","12/31/2017"
"NY","H_COMP_2_U_P","Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well","16","01/01/2017","12/31/2017"
"NY","H_COMP_3_A_P","Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted","63","01/01/2017","12/31/2017"
"NY","H_COMP_3_SN_P","Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted","12","01/01/2017","12/31/2017"
"NY","H_COMP_3_U_P","Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted","25","01/01/2017","12/31/2017"
"NY","H_COMP_5_A_P","Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained","61","01/01/2017","12/31/2017"
"NY","H_COMP_5_SN_P","Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained","21","01/01/2017","12/31/2017"
"NY","H_COMP_5_U_P","Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained","18","01/01/2017","12/31/2017"
"NY","H_COMP_6_N_P","Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information","15","01/01/2017","12/31/2017"
"NY","H_COMP_6_Y_P","Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information","85","01/01/2017","12/31/2017"
"NY","H_COMP_7_A","Patients who ""Agree"" they understood their care when they left the hospital","Patients who ""Agree"" they understood their care when they left the hospital","45","01/01/2017","12/31/2017"
"NY","H_COMP_7_D_SD","Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital","Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital","6","01/01/2017","12/31/2017"
"NY","H_COMP_7_SA","Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital","49","01/01/2017","12/31/2017"
"NY","H_HSP_RATING_0_6","Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of ""6"" or lower (low)","10","01/01/2017","12/31/2017"
"NY","H_HSP_RATING_7_8","Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of ""7"" or ""8"" (medium)","24","01/01/2017","12/31/2017"
"NY","H_HSP_RATING_9_10","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of ""9"" or ""10"" (high)","66","01/01/2017","12/31/2017"
"NY","H_QUIET_HSP_A_P","Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night","52","01/01/2017","12/31/2017"
"NY","H_QUIET_HSP_SN_P","Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night","15","01/01/2017","12/31/2017"
"NY","H_QUIET_HSP_U_P","Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night","33","01/01/2017","12/31/2017"
"NY","H_RECMND_DN","Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)","7","01/01/2017","12/31/2017"
"NY","H_RECMND_DY","Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital","66","01/01/2017","12/31/2017"
"NY","H_RECMND_PY","Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital","27","01/01/2017","12/31/2017"
"OH","H_CLEAN_HSP_A_P","Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean","76","01/01/2017","12/31/2017"
"OH","H_CLEAN_HSP_SN_P","Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean","7","01/01/2017","12/31/2017"
"OH","H_CLEAN_HSP_U_P","Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean","17","01/01/2017","12/31/2017"
"OH","H_COMP_1_A_P","Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well","82","01/01/2017","12/31/2017"
"OH","H_COMP_1_SN_P","Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well","3","01/01/2017","12/31/2017"
"OH","H_COMP_1_U_P","Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well","15","01/01/2017","12/31/2017"
"OH","H_COMP_2_A_P","Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well","81","01/01/2017","12/31/2017"
"OH","H_COMP_2_SN_P","Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well","4","01/01/2017","12/31/2017"
"OH","H_COMP_2_U_P","Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well","15","01/01/2017","12/31/2017"
"OH","H_COMP_3_A_P","Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted","70","01/01/2017","12/31/2017"
"OH","H_COMP_3_SN_P","Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted","7","01/01/2017","12/31/2017"
"OH","H_COMP_3_U_P","Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted","23","01/01/2017","12/31/2017"
"OH","H_COMP_5_A_P","Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained","65","01/01/2017","12/31/2017"
"OH","H_COMP_5_SN_P","Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained","17","01/01/2017","12/31/2017"
"OH","H_COMP_5_U_P","Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained","18","01/01/2017","12/31/2017"
"OH","H_COMP_6_N_P","Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information","11","01/01/2017","12/31/2017"
"OH","H_COMP_6_Y_P","Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information","89","01/01/2017","12/31/2017"
"OH","H_COMP_7_A","Patients who ""Agree"" they understood their care when they left the hospital","Patients who ""Agree"" they understood their care when they left the hospital","42","01/01/2017","12/31/2017"
"OH","H_COMP_7_D_SD","Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital","Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital","4","01/01/2017","12/31/2017"
"OH","H_COMP_7_SA","Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital","54","01/01/2017","12/31/2017"
