State,Condition,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
"VT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","29","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","19","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","13","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","19","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","16","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","7","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","22","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","23","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","24","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","22","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","13","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
