"CMS Certification Number","Facility Name","Address","City","County","State","Zip","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Measure Start Date","Measure End Date"
"330261","PHELPS MEMORIAL HOSPITAL CENTER","701 North Broadway","Sleepy Hollow",,"NY","10591",9143663000,97,2,1,98,91,7,2,94,88,9,3,94,84,13,3,93,,1564,428,27,04/01/2017,03/31/2018
"330268","COBLESKILL REGIONAL HOSPITAL","178 Grandview Drive","Cobleskill",,"NY","12043",5182543300,98,2,0,99,93,6,1,96,81,18,1,93,73,25,2,90,,438,141,32,04/01/2017,03/31/2018
"330270","HOSPITAL FOR SPECIAL SURGERY","535 East 70th Street","New York",,"NY","10021",2126061000,,,,,,,,,,,,,,,,,"4",,,,,
"330276","NATHAN LITTAUER HOSPITAL","99 East State Street","Gloversville",,"NY","12078",5187258621,,,,,,,,,,,,,,,,,"4",,,,,
"330285","STRONG MEMORIAL HOSPITAL","601 Elmwood Ave","Rochester",,"NY","14642",5852752121,,,,,,,,,,,,,,,,,"4",,,,,
"330304","WHITE PLAINS HOSPITAL CENTER","41 East Post R0ad","White Plains",,"NY","10601",9146810600,98,2,0,99,93,6,1,96,90,9,1,95,88,10,2,95,,2455,593,29,04/01/2017,03/31/2018
"330307","CAYUGA MEDICAL CENTER AT ITHACA","101 Dates Drive","Ithaca",,"NY","14850",6072744401,98,2,0,99,91,8,1,95,87,11,2,94,83,15,2,93,,1137,358,31,04/01/2017,03/31/2018
"330331","PLAINVIEW HOSPITAL","888 Old Country Road","Plainview",,"NY","11803",5167193000,98,2,0,99,93,6,1,96,86,12,2,93,80,17,3,92,,1477,446,30,04/01/2017,03/31/2018
"330395","ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","327 Beach 19th Street","Far Rockaway",,"NY","11691",7188697000,96,3,1,98,88,9,3,92,67,27,6,89,63,30,7,84,,1657,287,17,04/01/2017,03/31/2018
"331305","O'CONNOR HOSPITAL","460 Andes Road","Delhi",,"NY","13753",6077460300,,,,,,,,,,,,,,,,,"4",,,,,
"331311","LITTLE FALLS HOSPITAL","140 Burwell Street","Little Falls",,"NY","13365",3158235261,99,1,0,100,94,5,1,97,91,9,0,96,85,14,1,94,,669,233,35,04/01/2017,03/31/2018
"340001","CAROLINAS MEDICAL CENTER-NORTHEAST","920 Church Street North","Concord",,"NC","28025",7047833000,,,,,,,,,,,,,,,,,"4",,,,,
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 Biltmore Avenue","Asheville",,"NC","28801",8282131111,,,,,,,,,,,,,,,,,"4",,,,,
"340004","HIGH POINT REGIONAL HEALTH SYSTEM","601 N Elm Street","High Point",,"NC","27261",3368786000,,,,,,,,,,,,,,,,,"4",,,,,
"340008","SCOTLAND MEMORIAL HOSPITAL","500 Lauchwood Dr","Laurinburg",,"NC","28352",9102917500,,,,,,,,,,,,,,,,,"4",,,,,
"340010","WAYNE MEMORIAL HOSPITAL","2700 Wayne Memorial Drive","Goldsboro",,"NC","27534",9197361110,98,2,0,99,93,6,1,96,83,13,4,92,76,23,1,91,,836,233,31,04/01/2017,03/31/2018
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 Silas Creek Parkway","Winston-Salem",,"NC","27103",3367185000,98,2,0,99,93,6,1,96,89,9,2,95,89,9,2,95,,4402,1403,32,04/01/2017,03/31/2018
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 Mocksville Ave","Salisbury",,"NC","28144",7042105000,97,3,0,98,93,6,1,96,85,13,2,94,79,19,2,92,,1216,319,26,04/01/2017,03/31/2018
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N Justice Street","Hendersonville",,"NC","28791",8286961000,97,3,0,98,91,7,2,95,85,13,2,94,84,14,2,94,,3426,1281,37,04/01/2017,03/31/2018
"340021","CAROLINAS HEALTHCARE SYSTEM CLEVELAND","201 E Grover Street","Shelby",,"NC","28150",7044873000,,,,,,,,,,,,,,,,,"4",,,,,
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 Beaman St","Clinton",,"NC","28328",9105928511,97,3,0,98,93,6,1,96,83,14,3,93,71,25,4,88,,1566,443,28,04/01/2017,03/31/2018
"340027","UNC LENOIR HEALTH CARE","100 Airport Road","Kinston",,"NC","28503",2525227000,97,3,0,98,92,7,1,95,84,13,3,93,80,18,2,92,,1222,391,32,04/01/2017,03/31/2018
"340030","DUKE UNIVERSITY HOSPITAL","2301  Erwin Rd","Durham",,"NC","27710",9196848111,96,4,0,98,93,6,1,96,88,10,2,94,89,9,2,95,,2082,610,29,04/01/2017,03/31/2018
"340037","CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN","706 W King Street","Kings Mountain",,"NC","28086",7047393601,,,,,,,,,,,,,,,,,"4",,,,,
"340041","CALDWELL MEMORIAL HOSPITAL","321 Mulberry Street Sw","Lenoir",,"NC","28645",8287575100,,,,,,,,,,,,,,,,,"4",,,,,
"340042","ONSLOW MEMORIAL HOSPITAL","317 Western Boulevard","Jacksonville",,"NC","28546",9105772345,98,2,0,99,94,4,2,96,90,9,1,95,81,17,2,93,,1900,566,30,04/01/2017,03/31/2018
"340047","NORTH CAROLINA BAPTIST HOSPITAL","Medical Center Boulevard","Winston-Salem",,"NC","27157",3367162011,,,,,,,,,,,,,,,,,"4",,,,,
"340049","NORTH CAROLINA SPECIALTY HOSPITAL","3916 Ben Franklin Boulevard","Durham",,"NC","27704",9199569300,97,3,0,99,93,6,1,96,86,12,2,95,86,12,2,94,,1228,427,35,04/01/2017,03/31/2018
"340050","SOUTHEASTERN REGIONAL MEDICAL CENTER","300 West 27th Street","Lumberton",,"NC","28359",9106715000,,,,,,,,,,,,,,,,,"4",,,,,
"340051","WATAUGA MEDICAL CENTER","336 Deerfield Road","Boone",,"NC","28607",8282624100,,,,,,,,,,,,,,,,,"4",,,,,
"340053","NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER","200 S. Hawthorne Lane","Charlotte",,"NC","28204",7043844000,96,4,0,98,91,7,2,95,85,13,2,94,83,15,2,94,,4245,1046,25,04/01/2017,03/31/2018
"340060","UNC ROCKINGHAM","117 E Kings Highway","Eden",,"NC","27288",3366239711,,,,,,,,,,,,,,,,,"4",,,,,
"340061","UNIVERSITY OF NORTH CAROLINA HOSPITAL","101 Manning Drive","Chapel Hill",,"NC","27514",9199664141,97,3,0,98,93,6,1,96,87,11,2,95,89,9,2,95,,4351,1252,29,04/01/2017,03/31/2018
"340064","WILKES REGIONAL MEDICAL CENTER","1370 West D St","North Wilkesboro",,"NC","28659",3366518100,,,,,,,,,,,,,,,,,"4",,,,,
"340070","ALAMANCE REGIONAL MEDICAL CENTER","1240 Huffman Mill Rd","Burlington",,"NC","27216",3365387000,,,,,,,,,,,,,,,,,"4",,,,,
"340071","BETSY JOHNSON REGIONAL HOSPITAL","800 Tilghman Dr","Dunn",,"NC","28334",9108927161,96,4,0,98,92,7,1,96,78,19,3,92,69,29,2,88,,1826,443,24,04/01/2017,03/31/2018
"340073","DUKE HEALTH RALEIGH HOSPITAL","3400 Wake Forest Road","Raleigh",,"NC","27609",9199543000,97,3,0,99,92,6,2,95,87,10,3,94,88,9,3,94,,1198,387,32,04/01/2017,03/31/2018
"340085","NOVANT HEALTH THOMASVILLE MEDICAL CENTER","207 Old Lexington Road","Thomasville",,"NC","27360",3364722000,98,2,0,99,92,7,1,95,86,11,3,94,84,14,2,93,,1364,351,26,04/01/2017,03/31/2018
"340087","THE MCDOWELL HOSPITAL","430 Rankin Drive","Marion",,"NC","28752",8286595000,,,,,,,,,,,,,,,,,"4",,,,,
"340090","JOHNSTON HEALTH","509 Bright Leaf Blvd","Smithfield",,"NC","27577",9199348171,,,,,,,,,,,,,,,,,"4",,,,,
"340091","MOSES H. CONE MEMORIAL HOSPITAL, THE","1200 N Elm St","Greensboro",,"NC","27401",3368327000,,,,,,,,,,,,,,,,,"4",,,,,
"340096","LEXINGTON MEMORIAL HOSPITAL INC","250 Hospital Drive","Lexington",,"NC","27292",3362485161,,,,,,,,,,,,,,,,,"4",,,,,
"340098","CAROLINAS MEDICAL CENTER-PINEVILLE","10628 Park Rd","Charlotte",,"NC","28210",7046677000,,,,,,,,,,,,,,,,,"4",,,,,
"340109","SENTARA ALBEMARLE MEDICAL CENTER","1144 North Road Street","Elizabeth City",,"NC","27909",2523350531,,,,,,,,,,,,,,,,,"4",,,,,
"340113","CAROLINAS MEDICAL CENTER/BEHAV HEALTH","1000 Blythe Blvd","Charlotte",,"NC","28203",7043552000,,,,,,,,,,,,,,,,,"4",,,,,
"340115","FIRSTHEALTH MOORE REGIONAL HOSPITAL","155 Memorial Drive","Pinehurst",,"NC","28374",9107151000,,,,,,,,,,,,,,,,,"4",,,,,
"340119","STANLY REGIONAL MEDICAL CENTER","301 Yadkin Street","Albemarle",,"NC","28001",7049844000,,,,,,,,,,,,,,,,,"4",,,,,
"340123","RANDOLPH HOSPITAL","364 White Oak Street","Asheboro",,"NC","27203",3366255151,97,3,0,98,91,8,1,95,86,12,2,94,79,20,1,92,,1360,409,30,04/01/2017,03/31/2018
"340130","CAROLINAS HEALTHCARE SYSTEM UNION","600 Hospital Drive","Monroe",,"NC","28112",7042833100,,,,,,,,,,,,,,,,,"4",,,,,
"340131","CAROLINA EAST MEDICAL CENTER","2000 Neuse Blvd","New Bern",,"NC","28560",2526338640,,,,,,,,,,,,,,,,,"4",,,,,
"340141","NEW HANOVER REGIONAL MEDICAL CENTER","2131 South 17th Street","Wilmington",,"NC","28401",9103437000,97,3,0,98,92,7,1,95,88,10,2,95,89,9,2,96,,4410,1396,33,04/01/2017,03/31/2018
"340143","CATAWBA VALLEY MEDICAL CENTER","810 Fairgrove Church Road","Hickory",,"NC","28602",8283263000,,,,,,,,,,,,,,,,,"4",,,,,
"340145","CAROLINAS HEALTHCARE SYSTEM LINCOLN","200 Gamble Drive","Lincolnton",,"NC","28092",7047353071,,,,,,,,,,,,,,,,,"4",,,,,
"340147","NASH GENERAL HOSPITAL","2460 Curtis Ellis Drive","Rocky Mount",,"NC","27804",2524438000,98,2,0,99,92,7,1,95,85,13,2,94,76,22,2,91,,2351,692,30,04/01/2017,03/31/2018
"340148","NOVANT HEALTH MEDICAL PARK HOSPITAL","1950 S Hawthorne Road","Winston-Salem",,"NC","27103",3367180600,97,3,0,99,92,6,2,95,89,9,2,94,90,9,1,96,,1578,397,25,04/01/2017,03/31/2018
"340155","DUKE REGIONAL HOSPITAL","04255 Red Zone Duke South Basement,40 Medicine Cir","Durham",,"NC","27710",9194704000,97,3,0,99,93,5,2,96,87,11,2,94,85,14,1,94,,1370,414,30,04/01/2017,03/31/2018
"340158","NOVANT HEALTH BRUNSWICK MEDICAL CENTER","240 Hospital Dr","Bolivia",,"NC","28422",9107211000,98,2,0,99,93,6,1,96,87,11,2,95,83,15,2,93,,1173,406,35,04/01/2017,03/31/2018
"340166","CAROLINAS MED CTR-UNIVERSITY","8800 North Tryon Street, Po Box 560727","Charlotte",,"NC","28256",7045486000,,,,,,,,,,,,,,,,,"4",,,,,
"340171","NOVANT HEALTH MATTHEWS MEDICAL CENTER","1500 Matthews Township Parkway","Matthews",,"NC","28105",7043846500,97,3,0,98,89,9,2,94,85,13,2,94,83,16,1,94,,1657,377,23,04/01/2017,03/31/2018
"340183","NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER","10030 Gilead Road","Huntersville",,"NC","28078",7043164000,98,2,0,99,92,7,1,95,91,8,1,96,87,11,2,95,,1435,373,26,04/01/2017,03/31/2018
"340187","DAVIE MEDICAL CENTER","223 Hospital Street","Mocksville",,"NC","27028",3367025500,,,,,,,,,,,,,,,,,"4",,,,,
"341307","PENDER MEMORIAL HOSPITAL","507 E Fremont Street","Burgaw",,"NC","28425",9102595451,,,,,,,,,,,,,,,,,"4",,,,,
"341316","HIGHLANDS CASHIERS HOSPITAL INC","5 Vanderbilt Park Drive","Ashville",,"NC","28803",8285261200,,,,,,,,,,,,,,,,,"4",,,,,
"341319","TRANSYLVANIA REGIONAL HOSPITAL, INC","5 Vanderbilt Park Drive","Asheville",,"NC","28803",8286516532,,,,,,,,,,,,,,,,,"4",,,,,
"341323","CHARLES A CANNON JR MEMORIAL HOSPITAL","155 Furman Road, Suite. 101","Boone",,"NC","28607",8287377000,,,,,,,,,,,,,,,,,"4",,,,,
"341326","ANGEL MEDICAL CENTER","5 Vanderbilt Park Drive","Asheville",,"NC","28803",8286516532,,,,,,,,,,,,,,,,,"4",,,,,
"341329","BLUE RIDGE REGIONAL HOSPITAL, INC","125 Hospital Dr","Spruce Pine",,"NC","28777",8287654201,,,,,,,,,,,,,,,,,"4",,,,,
"350011","SANFORD MEDICAL CENTER FARGO","801 Broadway North","Fargo",,"ND","58122",7012342000,,,,,,,,,,,,,,,,,"4",,,,,
"350019","ALTRU HOSPITAL","1200 S Columbia Rd","Grand Forks",,"ND","58201",7017805000,97,3,0,98,91,8,1,95,77,21,2,92,75,24,1,91,,1106,394,36,04/01/2017,03/31/2018
"360003","UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC","234 Goodman Street","Cincinnati",,"OH","45219",5135841000,,,,,,,,,,,,,,,,,"4",,,,,
"360006","RIVERSIDE METHODIST HOSPITAL","3535 Olentangy River Rd","Columbus",,"OH","43214",6145665000,,,,,,,,,,,,,,,,,"4",,,,,
"360008","SOUTHERN OHIO MEDICAL CENTER","1805 27th Street","Portsmouth",,"OH","45662",7403565000,97,3,0,98,91,7,2,95,82,16,2,94,84,14,2,94,"5",1484,347,24,04/01/2017,03/31/2018
"360009","LIMA MEMORIAL HEALTH SYSTEM","1001 Bellefontaine Avenue","Lima",,"OH","45804",4199984731,95,4,1,97,89,9,2,94,80,18,2,92,76,22,2,91,,2753,718,26,04/01/2017,03/31/2018
"360011","MARION GENERAL HOSPITAL","1000 Mckinley Park Drive","Marion",,"OH","43302",7403838400,,,,,,,,,,,,,,,,,"4",,,,,
"360013","WILSON MEMORIAL HOSPITAL","915 West Michigan Street","Sidney",,"OH","45365",9374985551,97,3,0,98,91,8,1,95,78,18,4,92,74,24,2,91,,1043,308,30,04/01/2017,03/31/2018
"360014","OHIOHEALTH O'BLENESS HOSPITAL","55 Hospital Drive","Athens",,"OH","45701",7405935551,,,,,,,,,,,,,,,,,"4",,,,,
"360017","GRANT MEDICAL CENTER","111 South Grant Avenue","Columbus",,"OH","43215",6145669164,,,,,,,,,,,,,,,,,"4",,,,,
"360020","SUMMA HEALTH SYSTEM","525 East Market Street","Akron",,"OH","44309",3303753000,95,4,1,97,90,8,2,94,83,14,3,93,77,21,2,91,,6593,1746,26,04/01/2017,03/31/2018
"360026","GREENE MEMORIAL HOSPITAL","1141 North Monroe Drive","Xenia",,"OH","45385",9373522000,98,2,0,99,93,6,1,96,84,15,1,94,76,22,2,91,,799,247,31,04/01/2017,03/31/2018
"360036","WOOSTER COMMUNITY HOSPITAL","1761 Beall Avenue","Wooster",,"OH","44691",3302638100,97,3,0,99,91,7,2,95,85,13,2,94,84,15,1,94,,1483,432,29,04/01/2017,03/31/2018
"360037","ST VINCENT CHARITY MEDICAL CENTER","2351 East 22nd Street","Cleveland",,"OH","44115",2168616200,96,3,1,98,91,7,2,94,86,12,2,94,83,14,3,93,,2485,741,30,04/01/2017,03/31/2018
"360039","GENESIS HOSPITAL","2951 Maple Avenue","Zanesville",,"OH","43701",7404545000,97,3,0,98,91,7,2,94,85,13,2,94,83,15,2,93,"5",2675,688,26,04/01/2017,03/31/2018
"360040","KNOX COMMUNITY HOSPITAL","1330 Coshocton Road","Mount Vernon",,"OH","43050",7403939000,95,4,1,97,90,8,2,94,80,14,6,91,75,23,2,91,,635,198,31,04/01/2017,03/31/2018
"360044","WAYNE HEALTHCARE","835 Sweitzer Street","Greenville",,"OH","45331",9375481141,98,2,0,99,91,7,2,95,88,11,1,94,68,32,0,89,,531,210,40,04/01/2017,03/31/2018
"360046","MCCULLOUGH-HYDE MEMORIAL HOSPITAL","110 North Poplar Street","Oxford",,"OH","45056",5135232111,97,2,1,98,91,8,1,95,82,17,1,93,78,21,1,92,,1630,500,31,04/01/2017,03/31/2018
"360051","MIAMI VALLEY HOSPITAL","1 Wyoming Street","Dayton",,"OH","45409",9372088000,97,3,0,98,91,8,1,95,89,9,2,95,86,11,3,94,,3783,1087,29,04/01/2017,03/31/2018
"360052","GOOD SAMARITAN HOSPITAL","2222 Philadelphia Drive","Dayton",,"OH","45406",9372782612,96,4,0,98,87,11,2,93,82,15,3,92,79,18,3,91,,2118,483,23,04/01/2017,03/31/2018
"360059","METROHEALTH SYSTEM","2500 Metrohealth Drive","Cleveland",,"OH","44109",2167787089,94,5,1,96,88,10,2,93,80,16,4,92,77,17,6,89,,2505,606,24,04/01/2017,03/31/2018
"360065","FISHER-TITUS HOSPITAL","272 Benedict Avenue","Norwalk",,"OH","44857",4196688101,97,3,0,98,95,4,1,97,88,9,3,94,81,17,2,93,,1306,417,32,04/01/2017,03/31/2018
"360068","PROMEDICA TOLEDO HOSPITAL","2142 North Cove Boulevard","Toledo",,"OH","43606",4192917463,,,,,,,,,,,,,,,,,"4",,,,,
"360070","MERCY MEDICAL CENTER","1320 Mercy Drive Nw","Canton",,"OH","44708",3304891371,96,3,1,98,90,8,2,94,82,14,4,93,81,15,4,92,,1507,477,32,04/01/2017,03/31/2018
"360072","FAIRFIELD MEDICAL CENTER","401 North Ewing Street","Lancaster",,"OH","43130",7406878000,98,2,0,99,92,6,2,95,86,13,1,94,85,14,1,94,"2",2228,767,34,04/01/2017,03/31/2018
"360074","FLOWER HOSPITAL","5200 Harroun Road","Sylvania",,"OH","43560",4198241444,,,,,,,,,,,,,,,,,"4",,,,,
"360076","ATRIUM MEDICAL CENTER","One Medical Center Drive","Franklin",,"OH","45005",5134205102,98,2,0,99,92,7,1,95,90,9,1,95,83,15,2,93,,2111,545,26,04/01/2017,03/31/2018
"360079","KETTERING MEDICAL CENTER","3535 Southern Boulevard","Kettering",,"OH","45429",9372984331,97,3,0,98,91,8,1,95,86,11,3,94,88,10,2,95,,1009,321,32,04/01/2017,03/31/2018
"360080","EAST OHIO REGIONAL HOSPITAL","90 North Fourth Street","Martins Ferry",,"OH","43935",7406331100,,,,,,,,,,,,,,,,,"4",,,,,
"360084","AULTMAN HOSPITAL","2600 Sixth Street Sw","Canton",,"OH","44710",3303636352,97,3,0,98,91,7,2,94,86,12,2,94,84,14,2,93,,1867,652,35,04/01/2017,03/31/2018
"360085","OHIO STATE UNIVERSITY STATE HEALTH SYSTEM","630 Ackerman Rd., 2nd Floor, Room F2050,p.O. Box 1","Columbus",,"OH","43218",6142939700,,,,,,,,,,,,,,,,,"4",,,,,
"360090","ST LUKE'S HOSPITAL","5901 Monclova Road","Maumee",,"OH","43537",4198935900,,,,,,,,,,,,,,,,,"4",,,,,
"360098","LAKE HEALTH","7590 Auburn Road","Concord",,"OH","44077",4409539600,,,,,,,,,,,,,,,,,"4",,,,,
"360107","BELLEVUE HOSPITAL","1400 West Main Street","Bellevue",,"OH","44811",4194834040,98,2,0,99,90,9,1,95,89,8,3,93,82,17,1,93,,860,203,28,04/01/2017,03/31/2018
"360109","COSHOCTON REGIONAL MEDICAL CENTER","1460 Orange Street","Coshocton",,"OH","43812",7406234144,95,4,1,97,92,7,1,95,77,15,8,89,66,32,2,88,"2",607,200,33,04/01/2017,03/31/2018
"360118","OHIOHEALTH MANSFIELD HOSPITAL","335 Glessner Avenue","Mansfield",,"OH","44903",4195268000,,,,,,,,,,,,,,,,,"4",,,,,
"360132","FORT HAMILTON HUGHES MEMORIAL HOSPITAL","630 Eaton Avenue","Hamilton",,"OH","45013",5138672000,98,2,0,99,90,8,2,94,85,13,2,94,79,19,2,92,,1279,319,25,04/01/2017,03/31/2018
"360133","GRANDVIEW AND SOUTHVIEW HOSPITALS","405 West Grand Avenue","Dayton",,"OH","45405",9377233200,97,3,0,98,91,7,2,94,85,14,1,94,84,15,1,94,,1918,524,27,04/01/2017,03/31/2018
"360134","GOOD SAMARITAN HOSPITAL","375 Dixmyth Avenue","Cincinnati",,"OH","45220",5138622601,97,3,0,98,90,8,2,94,86,12,2,94,87,12,1,95,,1838,542,29,04/01/2017,03/31/2018
"360147","MARIETTA MEMORIAL HOSPITAL","401 Matthew Street","Marietta",,"OH","45750",7403741400,97,3,0,99,92,6,2,95,87,12,1,95,85,14,1,94,,2741,912,33,04/01/2017,03/31/2018
"360148","POMERENE HOSPITAL","981 Wooster Road","Millersburg",,"OH","44654",3306741015,,,,,,,,,,,,,,,,,"4",,,,,
"360152","DOCTORS HOSPITAL","5100 W. Broad Street","Columbus",,"OH","43228",6145441015,,,,,,,,,,,,,,,,,"4",,,,,
"360155","SOUTHWEST GENERAL HEALTH CENTER","18697 Bagley Road","Middleburg Heights",,"OH","44130",4408168000,97,3,0,98,90,8,2,94,87,11,2,94,82,15,3,93,,3302,1102,33,04/01/2017,03/31/2018
"360156","MEMORIAL HOSPITAL","715 South Taft Avenue","Fremont",,"OH","43420",4193346617,,,,,,,,,,,,,,,,,"4",,,,,
"360170","BERGER HOSPITAL","600 North Pickaway Street","Circleville",,"OH","43113",7404208585,97,3,0,99,87,10,3,92,81,15,4,93,75,23,2,91,,1839,508,28,04/01/2017,03/31/2018
"360174","UPPER VALLEY MEDICAL CENTER","3130 North County Road 25a","Troy",,"OH","45373",9374407853,98,2,0,99,92,7,1,95,84,15,1,94,72,26,2,90,,1537,538,35,04/01/2017,03/31/2018
"360179","BETHESDA NORTH","10500 Montgomery Road","Cincinnati",,"OH","45242",5138651241,98,2,0,99,91,7,2,94,88,11,1,95,87,12,1,95,,10013,3058,31,04/01/2017,03/31/2018
"360189","MADISON COUNTY HOSPITAL INC","210 North Main Street","London",,"OH","43140",7408457000,98,2,0,99,92,5,3,94,85,13,2,94,82,15,3,93,,748,186,25,04/01/2017,03/31/2018
"360203","SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER","1341 North Clark Street","Cambridge",,"OH","43725",7404398000,,,,,,,,,,,,,,,,,"4",,,,,
"360210","GRADY MEMORIAL HOSPITAL","561 West Central Avenue","Delaware",,"OH","43015",7403685145,,,,,,,,,,,,,,,,,"4",,,,,
"360239","KETTERING MEDICAL CENTER - SYCAMORE","4000 Miamisburg-Centerville Road","Miamisburg",,"OH","45342",9378660551,98,2,0,99,91,8,1,95,94,5,1,97,92,6,2,96,,953,254,27,04/01/2017,03/31/2018
"360242","JAMES CANCER HOSPITAL & SOLOVE RESEARCH INSTITUTE","460 West Tenth Avenue","Columbus",,"OH","43210",6142933121,,,,,,,,,,,,,,,,,"4",,,,,
"360259","BAY PARK COMMUNITY HOSPITAL","2801 Bay Park Drive","Oregon",,"OH","43616",4196907700,,,,,,,,,,,,,,,,,"4",,,,,
"360261","THREE GABLES SURGERY CENTER","5897 County Road 107","Proctorville",,"OH","45669",7408869911,,,,,,,,,,,,,,,,,"4",,,,,
"360348","DUBLIN METHODIST HOSPITAL","7500 Hospital Avenue","Dublin",,"OH","43016",7406151070,,,,,,,,,,,,,,,,,"4",,,,,
"360354","WEST CHESTER HOSPITAL","7700 University Drive","West Chester",,"OH","45069",5132987700,,,,,,,,,,,,,,,,,"4",,,,,
"360355","OHIO VALLEY MEDICAL CENTER, LLC","100 West Main Street","Springfield",,"OH","45502",9375213900,98,2,0,99,93,6,1,96,91,8,1,96,89,10,1,96,,797,310,39,04/01/2017,03/31/2018
"360360","SOIN MEDICAL CENTER","3535 Pentagon Blvd","Beaver Creek",,"OH","45431",9377024000,97,2,1,98,88,10,2,93,82,15,3,93,84,14,2,94,,599,164,27,04/01/2017,03/31/2018
"360361","KINGS DAUGHTERS MEDICAL CENTER OHIO","2001 Scioto Trail","Portsmouth",,"OH","45662",7409914000,98,2,0,99,92,6,2,95,83,14,3,94,86,13,1,95,"3",420,90,21,04/01/2017,03/31/2018
"360362","TRIHEALTH EVENDALE HOSPITAL","3155 Glendale Milford Road","Cincinnati",,"OH","45241",5134542222,97,3,0,98,91,7,2,95,88,10,2,95,85,13,2,94,,3619,1157,32,04/01/2017,03/31/2018
"361315","HARDIN MEMORIAL HOSPITAL","921 East Franklin Street","Kenton",,"OH","43326",4196730761,,,,,,,,,,,,,,,,,"4",,,,,
"361318","FOSTORIA COMMUNITY HOSPITAL","501 Van Buren Street","Fostoria",,"OH","44830",4194357734,,,,,,,,,,,,,,,,,"4",,,,,
"361319","SELBY GENERAL HOSPITAL","1106 Colegate Drive","Marietta",,"OH","45750",7405682000,98,2,0,99,93,6,1,96,87,13,0,95,88,10,2,95,,522,192,37,04/01/2017,03/31/2018
"361323","AULTMAN ORRVILLE HOSPITAL","832 South Main Street","Orrville",,"OH","44667",3306823010,97,2,1,98,92,7,1,95,83,15,2,92,77,21,2,91,,751,276,37,04/01/2017,03/31/2018
"361324","OHIOHEALTH SHELBY HOSPITAL","335 Glesner Ave.","Mansfield",,"OH","44903",4195268000,,,,,,,,,,,,,,,,,"4",,,,,
"361326","ADAMS COUNTY REGIONAL MEDICAL CENTER","230 Medical Center Drive","Seaman",,"OH","45679",9373863400,,,,,,,,,,,,,,,,,"4",,,,,
"361328","PROMEDICA DEFIANCE REGIONAL HOSPITAL","1200 Ralston Avenue","Defiance",,"OH","43512",4197836955,,,,,,,,,,,,,,,,,"4",,,,,
"370004","INTEGRIS MIAMI HOSPITAL","200 Second Avenue Sw","Miami",,"OK","74354",9185426611,96,4,0,98,92,7,1,95,83,15,2,94,74,22,4,90,,1295,338,26,04/01/2017,03/31/2018
"370008","NORMAN REGIONAL","901 North Porter","Norman",,"OK","73070",4053071050,95,4,1,97,86,11,3,91,79,16,5,91,75,21,4,90,,3872,748,19,04/01/2017,03/31/2018
"370016","INTEGRIS BASS BAPTIST HEALTH CENTER","600 South Monroe","Enid",,"OK","73701",5802332300,97,3,0,98,90,9,1,94,86,12,2,94,81,18,1,93,,1823,409,22,04/01/2017,03/31/2018
"370023","DUNCAN REGIONAL HOSPITAL, INC","1407 Whisenant Drive","Duncan",,"OK","73533",5802525300,97,3,0,98,92,7,1,95,87,10,3,94,80,18,2,92,,1885,566,30,04/01/2017,03/31/2018
"370026","ST MARY'S REGIONAL MEDICAL CENTER","305 South 5th Street","Enid",,"OK","73701",5802336100,95,5,0,97,84,14,2,91,73,24,3,91,79,19,2,92,,1099,310,28,04/01/2017,03/31/2018
"370028","INTEGRIS BAPTIST MEDICAL CENTER, INC","3300 Northwest Expressway","Oklahoma City",,"OK","73112",4059493011,96,3,1,98,90,8,2,94,87,11,2,94,86,12,2,95,,7510,1806,24,04/01/2017,03/31/2018
"370034","MCALESTER REGIONAL HEALTH CENTER AUTHORITY","One Clark Bass Boulevard","Mcalester",,"OK","74501",9184261800,93,6,1,96,86,11,3,92,73,19,8,89,64,32,4,86,,1777,321,18,04/01/2017,03/31/2018
