State,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
"MI","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.677","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","1.010","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.508","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.842","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.398","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.435","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.848","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.533","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.427","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.547","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.726","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.405","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.843","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.596","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.493","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.613","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.750","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.707","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.519","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.563","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.741","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.626","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.795","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.665","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.522","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.533","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.858","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.471","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","-","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","MRSA Bacteremia","HAI_5_SIR","0.986","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","MRSA Bacteremia","HAI_5_SIR","1.032","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","MRSA Bacteremia","HAI_5_SIR","1.128","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","MRSA Bacteremia","HAI_5_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","MRSA Bacteremia","HAI_5_SIR","0.693","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","MRSA Bacteremia","HAI_5_SIR","0.889","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","MRSA Bacteremia","HAI_5_SIR","0.712","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","MRSA Bacteremia","HAI_5_SIR","0.779","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","MRSA Bacteremia","HAI_5_SIR","1.154","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DE","MRSA Bacteremia","HAI_5_SIR","0.872","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"FL","MRSA Bacteremia","HAI_5_SIR","1.038","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GA","MRSA Bacteremia","HAI_5_SIR","0.954","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GU","MRSA Bacteremia","HAI_5_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"HI","MRSA Bacteremia","HAI_5_SIR","0.581","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","MRSA Bacteremia","HAI_5_SIR","0.514","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","MRSA Bacteremia","HAI_5_SIR","0.392","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","MRSA Bacteremia","HAI_5_SIR","0.569","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","MRSA Bacteremia","HAI_5_SIR","0.716","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","MRSA Bacteremia","HAI_5_SIR","0.763","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","MRSA Bacteremia","HAI_5_SIR","0.992","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","MRSA Bacteremia","HAI_5_SIR","1.067","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","MRSA Bacteremia","HAI_5_SIR","0.700","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","MRSA Bacteremia","HAI_5_SIR","0.962","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","MRSA Bacteremia","HAI_5_SIR","0.700","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","MRSA Bacteremia","HAI_5_SIR","0.915","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","MRSA Bacteremia","HAI_5_SIR","0.560","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","MRSA Bacteremia","HAI_5_SIR","0.789","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","MRSA Bacteremia","HAI_5_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","MRSA Bacteremia","HAI_5_SIR","0.888","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","MRSA Bacteremia","HAI_5_SIR","0.553","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","MRSA Bacteremia","HAI_5_SIR","0.794","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","MRSA Bacteremia","HAI_5_SIR","0.755","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","MRSA Bacteremia","HAI_5_SIR","0.751","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","MRSA Bacteremia","HAI_5_SIR","0.794","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","MRSA Bacteremia","HAI_5_SIR","0.914","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","MRSA Bacteremia","HAI_5_SIR","0.412","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","MRSA Bacteremia","HAI_5_SIR","1.020","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","MRSA Bacteremia","HAI_5_SIR","0.990","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","MRSA Bacteremia","HAI_5_SIR","0.905","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","MRSA Bacteremia","HAI_5_SIR","1.051","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","MRSA Bacteremia","HAI_5_SIR","0.805","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","MRSA Bacteremia","HAI_5_SIR","0.779","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","MRSA Bacteremia","HAI_5_SIR","0.516","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","MRSA Bacteremia","HAI_5_SIR","0.544","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","MRSA Bacteremia","HAI_5_SIR","0.915","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","MRSA Bacteremia","HAI_5_SIR","0.529","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","MRSA Bacteremia","HAI_5_SIR","1.081","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","MRSA Bacteremia","HAI_5_SIR","0.785","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","MRSA Bacteremia","HAI_5_SIR","0.528","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","MRSA Bacteremia","HAI_5_SIR","0.978","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","MRSA Bacteremia","HAI_5_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","MRSA Bacteremia","HAI_5_SIR","0.784","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","MRSA Bacteremia","HAI_5_SIR","0.568","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","MRSA Bacteremia","HAI_5_SIR","0.453","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","MRSA Bacteremia","HAI_5_SIR","1.354","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","MRSA Bacteremia","HAI_5_SIR","0.644","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.616","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.183","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","1.376","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","MRSA Bacteremia: Upper Confidence Limit","HAI_5_CI_UPPER","0.821","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
