Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,TRISS Measure ID,Survey Question,Answer Description,Patient Survey Star Rating,Patient Survey Star Rating Footnote,Answer Percent,Answer Percent Footnote,Number of Completed Surveys,Number of Completed Surveys Footnote,Survey Response Rate,Survey Response Rate Footnote,Measure Start Date,Measure End Date
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,4,,Not Applicable,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,85%,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,4,,Not Applicable,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,75%,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,4,,Not Applicable,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,72%,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,4,,Not Applicable,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,91%,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,63%,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,4,,Not Applicable,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,72%,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,4,,Not Applicable,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,64%,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,3,,Not Applicable,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,73%,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3,,Not Applicable,,2146,,36%,,1/1/2017,12/31/2017
34014F,"WOMACK ARMY MEDICAL CENTER, FT. BRAGG",BUILDING 4-2817 REILLY ROAD,FORT BRAGG,NC,28310,CUMBERLAND,(910) 907-9262,H_STAR_RATING,Summary star rating,Summary star rating,4,,Not Applicable,,2146,,36%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,68%,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,2,,Not Applicable,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,81%,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,3,,Not Applicable,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,83%,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,3,,Not Applicable,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,73%,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,4,,Not Applicable,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,70%,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,4,,Not Applicable,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,2,,Not Applicable,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,89%,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,58%,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,4,,Not Applicable,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,62%,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,2,,Not Applicable,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,54%,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,2,,Not Applicable,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,67%,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,2,,Not Applicable,,1058,,28%,,1/1/2017,12/31/2017
34011F,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BOULEVARD,CAMP LEJEUNE,NC,28547,ONSLOW,(910) 450-4292,H_STAR_RATING,Summary star rating,Summary star rating,3,,Not Applicable,,1058,,28%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,79%,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,3,,Not Applicable,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,88%,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,5,,Not Applicable,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,87%,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,5,,Not Applicable,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,80%,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,5,,Not Applicable,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,78%,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,5,,Not Applicable,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,4,,Not Applicable,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,92%,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,67%,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,5,,Not Applicable,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,79%,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,4,,Not Applicable,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,71%,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,4,,Not Applicable,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,81%,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,4,,Not Applicable,,1180,,50%,,1/1/2017,12/31/2017
36006F,"88TH MEDICAL GROUP, WRIGHT-PATTERSON",4881 SUGAR MAPLE DRIVE,WRIGHT-PATTERSON AFB,OH,45433,GREENE,(937) 257-9926,H_STAR_RATING,Summary star rating,Summary star rating,5,,Not Applicable,,1180,,50%,,1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD,BEAUFORT,SC,29902,BEAUFORT,(843) 228-5600,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,76%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",31,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",24%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD,BEAUFORT,SC,29902,BEAUFORT,(843) 228-5600,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,Not Available,15 - The number of cases/patients is too few to report a star rating.,Not Applicable,,31,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",24%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD,BEAUFORT,SC,29902,BEAUFORT,(843) 228-5600,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,83%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",31,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",24%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD,BEAUFORT,SC,29902,BEAUFORT,(843) 228-5600,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,Not Available,15 - The number of cases/patients is too few to report a star rating.,Not Applicable,,31,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",24%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD,BEAUFORT,SC,29902,BEAUFORT,(843) 228-5600,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,92%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",31,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",24%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
42009F,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD,BEAUFORT,SC,29902,BEAUFORT,(843) 228-5600,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,Not Available,15 - The number of cases/patients is too few to report a star rating.,Not Applicable,,31,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",24%,"6 - Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution, as the number of surveys may be too low to reliably assess hospital performance.",1/1/2017,12/31/2017
